CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,JURIS,ACCR_IACME,ACCR_NAME,FT_TOT,PT_TOT,BUD_TOTAL,BUD_PERS_TOTAL,REP_CASE_NUM,ACC_CASE_NUM,COMPL_AUTO_TOTAL,CMS,WITHIN_BUSNSS
14101462,Beadle County Coroner,SD,Coroner office,Beadle County South Dakota,No,No,0,2,0,Logical skip,30,28,8,No,Yes
14101464,Bon Homme County Coroner,SD,Sheriff-coroner office,Bon Homme County South Dakota,No,No,1,0,3500000,Blank or nonresponse,5,6124,9,Yes,Blank or nonresponse
14101465,Brookings County Coroner,SD,Coroner office,Brookings County South Dakota,No,No,0,1,32000,6500,40,33,8,No,Yes
14101466,Brown County Coroner's Office,SD,Coroner office,Brown County,No,No,0,0,56000,Logical skip,75,75,15,No,Yes
14101467,Butte County Coroner,SD,Coroner office,Butte County In South Dakota,No,No,0,0,22000,3850,24,7,0,Yes,Yes
14101469,Charles Mix County Coroner,SD,Sheriff-coroner office,Charles Mix County,Not in short questionnaire,Not in short questionnaire,0,0,30000,Not in short questionnaire,21,21,7,Yes,Not in short questionnaire
14101470,Clark County Coroner,SD,Coroner office,Clark County,Not in short questionnaire,Not in short questionnaire,5,0,3000,Not in short questionnaire,5,5,1,Yes,Not in short questionnaire
14101471,Clay County Coroner's Office,SD,Sheriff-coroner office,"Clay County, South Dakota",No,No,8,0,6650,Logical skip,21,21,3,Yes,No
14101472,Codington County Coroner,SD,Coroner office,Codington County,No,No,0,0,0,Logical skip,Logical skip,Logical skip,0,No,Yes
14101473,Corson County Coroner,SD,Coroner office,Corson County,No,No,0,0,1500,Logical skip,Logical skip,Logical skip,Blank or nonresponse,No,No
14101474,Custer County Coroner,SD,Coroner office,Custer County,No,Blank or nonresponse,0,0,14500,Logical skip,27,27,4,No,No
14101475,Davison and Hanson County Coroner,SD,Coroner office,Davison and Hanson County,No,No,0,0,25000,Logical skip,40,40,15,No,Yes
14101476,Day County Coroner,SD,Coroner office,Day County,Not in short questionnaire,Not in short questionnaire,0,0,1000,Not in short questionnaire,14,Logical skip,1,No,Not in short questionnaire
14101477,Deuel County Coroner,SD,Coroner office,County,No,No,0,1,0,Logical skip,5,5,0,No,Yes
14101478,Dewey County Coroner,SD,Coroner office,Tribal And County,No,No,0,0,10000,Logical skip,Logical skip,Logical skip,0,No,No
14101479,Douglas County Coroner,SD,Sheriff-coroner office,Douglas County,Not in short questionnaire,Not in short questionnaire,0,0,1810,Not in short questionnaire,7,7,0,No,Not in short questionnaire
14101480,Edmunds County Sheriff's Office,SD,Sheriff-coroner office,Edmunds County,No,No,0,0,5000,1250,3,3,0,No,No
14101481,Fall River County Coroner,SD,Coroner office,Fall River County,No,No,0,0,30000,Logical skip,35,35,15,No,No
14101482,Faulk County Coroner,SD,Sheriff-coroner office,Faulk County South Dakota,No,No,0,0,10000,6000,5,5,1,Yes,No
14101483,Moody County Coroner,SD,Coroner office,"Moody County, South Dakota",No,No,0,0,2000,2000,10,10,2,No,No
14101484,Grant County Coroner,SD,Sheriff-coroner office,"State Of South Dakota, Grant County",No,No,0,0,10000,8000,13,13,0,Yes,No
14101486,Haakon County Coroner,SD,Coroner office,Haakon County - South Dakota,No,No,3,0,50000,Logical skip,Logical skip,Logical skip,0,No,Yes
14101487,Hamlin County Coroner,SD,Coroner office,Hamlin County,Not in short questionnaire,Not in short questionnaire,0,0,1000,Not in short questionnaire,18,18,4,No,Not in short questionnaire
14101488,Hand County Coroner,SD,Coroner office,Hand County South Dakota,No,No,0,0,100,Logical skip,10,10,0,No,No
14101490,Brule and Buffalo County Coroner,SD,Coroner office,Brule and Buffalo County,No,No,1,0,175,Blank or nonresponse,15,15,0,No,Yes
14101491,Hughes County Coroner,SD,Coroner office,Hughes County South Dakota,No,No,0,0,12000,5000,28,28,5,No,No
14101493,Hyde County Coroner,SD,Coroner office,Hyde County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
14101495,Jerauld County Coroner,SD,Coroner office,Jerauld County,No,No,0,0,0,0,125,150,0,No,Blank or nonresponse
14101496,Jones County Coroner,SD,Coroner office,Jones County,Not in short questionnaire,Not in short questionnaire,0,0,200,Not in short questionnaire,3626,1865,0,No,Not in short questionnaire
14101498,Lake County Coroner,SD,Coroner office,"Lake County, South Dakota",No,No,0,0,20223,11485,12,12,6,No,Yes
14101499,Lawrence County Coroner,SD,Coroner office,Lawrence County,No,No,0,1,68824,24024,71,71,16,No,No
14101500,Lincoln County Coroner,SD,Coroner office,Lincoln County,Not in short questionnaire,Not in short questionnaire,1,3,88150,Not in short questionnaire,92,75,11,No,Not in short questionnaire
14101501,Lyman County Coroner,SD,Sheriff-coroner office,"Lyman County, Sd",No,No,0,0,5000,Logical skip,6,6,2,Yes,No
14101502,Marshall County Coroner,SD,Coroner office,Marshall County In Britton Sd,No,No,0,0,8000,Logical skip,6,6,0,No,No
14101504,McPherson County Coroner,SD,Coroner office,"Mcpherson County, South Dakota",No,No,1,3,4500,800,Logical skip,Logical skip,1,No,Yes
14101505,Meade County Coroner,SD,Coroner office,Meade County,No,No,17,0,0,Blank or nonresponse,41,41,8,Yes,No
14101508,Minnehaha County Coroner,SD,Coroner office,Minnehaha County,Not in short questionnaire,Not in short questionnaire,2,3,371730,Not in short questionnaire,542,389,69,No,Not in short questionnaire
14101509,Pennington County Coroner,SD,Sheriff-coroner office,Pennington County,No,No,31,0,155000,Logical skip,318,Logical skip,49,Yes,No
14101510,Perkins County Coroner,SD,Coroner office,Perkins County,Not in short questionnaire,Not in short questionnaire,0,0,12000,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
14101511,Potter County Coroner,SD,Coroner office,Potter County South Dakota,No,No,0,6,0,Logical skip,Logical skip,Logical skip,0,No,Yes
14101512,Roberts County Coroner,SD,Coroner office,Roberts County,Not in short questionnaire,Not in short questionnaire,0,0,16000,Not in short questionnaire,50,30,7,No,Not in short questionnaire
14101513,Sanborn County Coroner,SD,Sheriff-coroner office,Sanborn County,No,No,3,0,0,Logical skip,Logical skip,Logical skip,0,Yes,No
14101515,Spink County Coroner,SD,Coroner office,Spink County South Dakota,No,No,1,0,15018,3768,Logical skip,Logical skip,5,No,Yes
14101516,Stanley County Coroner,SD,Coroner office,"Stanley County, Sd",No,No,0,0,2500,600,2,2,1,No,No
14101519,Tripp County Coroner's Office,SD,Coroner office,"Tripp County, South Dakota; City Of Winner, South Dakota.",No,No,0,0,3000,Logical skip,6,6,0,No,Yes
14101520,Turner County Coroner,SD,Coroner office,"Turner County, Sd",No,No,0,0,10000,Logical skip,Logical skip,Logical skip,4,No,Yes
14101522,Walworth County Coroner,SD,Sheriff-coroner office,"Walworth County, Sd",No,No,0,0,7000,Logical skip,Logical skip,Logical skip,5,No,Yes
14101523,Yankton County Coroner's Office,SD,Coroner office,"Yankton Canty, Yankton, Sd",No,No,0,0,48000,12000,Logical skip,Logical skip,0,No,No
14101524,Ziebach County Coroner,SD,Coroner office,"Ziebach County, South Dakota",No,No,0,0,1600,Logical skip,10,10,0,No,No
14201526,Bedford County Medical Examiner,TN,Medical examiner office,"Bedford County, Tennessee",No,No,0,0,25000,Logical skip,360,200,100,No,Yes
14201529,Blount County Medical Examiner,TN,Medical examiner office,"Blount County, Tennessee",No,No,5,0,12000,Logical skip,156,156,0,Yes,Yes
14201530,Bradley County Medical Examiner,TN,Medical examiner office,Bradley County,No,No,1,0,171559,85000,550,225,0,Yes,No
14201531,Brandon Medical Group,TN,Medical examiner office,"Coffee County, Tn.",Will be by 2020,No,3,0,5000,Logical skip,60,60,30,No,Yes
14201532,Campbell County Medical Examiner,TN,Medical examiner office,Campbell County,No,No,1,0,0,Blank or nonresponse,200,93,21,Yes,No
14201533,Cannon County Medical Examiner,TN,Medical examiner office,Cannon County,Not in short questionnaire,Not in short questionnaire,0,9,9500,Not in short questionnaire,42,42,0,No,Not in short questionnaire
14201534,Carroll County Medical Examiner,TN,Medical examiner office,"Carroll County, Tennessee",No,No,0,0,12000,Logical skip,60,55,5,No,No
14201538,Claiborne County Medical Examiner,TN,Medical examiner office,Claiborne Co.,No,No,1,0,24000,Logical skip,Logical skip,Logical skip,12,No,No
14201543,Decatur County Medical Examiner's Office,TN,Medical examiner office,"Decatur County, Tennessee",No,No,0,0,71195,22000,28,24,0,No,No
14201544,Dekalb County Medical Examiner,TN,Medical examiner office,Dekalb County,No,No,0,3,18000,Logical skip,70,70,0,No,Yes
14201545,Dickson County Medical Examiner,TN,Medical examiner office,Dickson County,No,No,0,0,0,Logical skip,Logical skip,Logical skip,0,No,No
14201548,Fentress County Coroner,TN,Medical examiner office,8th Judicial District Of The State Of Tennessee,No,No,0,0,32000,15000,40,25,8,No,Yes
14201552,Greene County Medical Examiner,TN,Medical examiner office,"Greene County, Tn",No,No,0,25,13000,Logical skip,Logical skip,Logical skip,0,No,Yes
14201553,Grundy County Medical Examiner,TN,Medical examiner office,Grundy County,Not in short questionnaire,Not in short questionnaire,0,0,7500,Not in short questionnaire,31,31,0,No,Not in short questionnaire
14201554,Hamblen County Medical Examiner,TN,Medical examiner office,"Hamblen County Tennessee  (Morristown, Tn)",No,No,0,5,215000,175000,526,526,42,No,No
14201555,Hamilton County Medical Examiner,TN,Medical examiner office,"Hamilton And Bradley County,tn",No,Yes,11,0,1515115,918415,2500,2500,167,Yes,No
14201556,Hancock County Medical Examiner,TN,Medical examiner office,"Hancock County, 2nd Judicial District Of Tn,",No,No,0,0,15000,15000,10,10,0,No,Yes
14201558,Hardin County Medical Examiner,TN,Medical examiner office,"Tennessee, Hardin County",No,No,0,0,40000,Logical skip,80,20,0,No,No
14201559,Hawkins County Medical Examiner,TN,Medical examiner office,Hawkins County,Not in short questionnaire,Not in short questionnaire,0,6,16425,Not in short questionnaire,219,219,0,Yes,Not in short questionnaire
14201560,Haywood and Hardeman County Medical Examiner,TN,Medical examiner office,"Haywood County, Hardeman County",No,No,0,1,60000,Logical skip,70,45,10,No,Yes
14201562,Henry County Medical Examiner,TN,Medical examiner office,"Counties Of Benton And Henry, Tn",Blank or nonresponse,Blank or nonresponse,0,10,38000,30000,255,255,0,No,No
14201563,Hickman County Medical Examiner,TN,Medical examiner office,Hickman Co Tn,No,No,7,0,36400,Blank or nonresponse,Logical skip,Logical skip,0,No,Yes
14201564,Houston County Medical Examiner,TN,Medical examiner office,"Houston County, Tn",No,No,1,0,18000,Logical skip,42,42,13,No,Yes
14201565,Humphreys County Medical Examiner,TN,Medical examiner office,"Humphreys County, Tn",No,No,1,0,0,Logical skip,Logical skip,Logical skip,0,No,No
14201566,Jackson County Medical Examiner,TN,Medical examiner office,Jackson County,No,No,8,0,0,6000,20,20,0,No,No
14201568,Johnson County Medical Examiner,TN,Medical examiner office,Johnson County,Not in short questionnaire,Not in short questionnaire,4,4,5000,Not in short questionnaire,50,18,18,Yes,Not in short questionnaire
14201569,East Tennesse Regional Forensic Center and Anderson County Medical Examiner,TN,Medical examiner office,"Knox And Anderson Counties, Tn",No,Yes,27,1,3750000,2000000,3500,1400,1200,Yes,No
14201571,Lauderdale County Medical Examiner,TN,Medical examiner office,Lauderdale County,No,No,0,2,12000,Logical skip,52,52,0,No,Yes
14201573,Lewis County Medical Examiner,TN,Medical examiner office,Lewis County,Not in short questionnaire,Not in short questionnaire,0,1,2400,Not in short questionnaire,45,30,0,No,Not in short questionnaire
14201574,Lincoln County Medical Examiner,TN,Medical examiner office,"Lincoln County, Tennessee",No,No,0,2,0,Logical skip,85,85,20,No,Yes
14201575,Loudon County Medical Examiner,TN,Medical examiner office,Loudon County,Not in short questionnaire,Not in short questionnaire,2,2,79365,Not in short questionnaire,50,6124,50,Yes,Not in short questionnaire
14201579,Marion County Medical Examiner,TN,Medical examiner office,Marion County,Not in short questionnaire,Not in short questionnaire,1,0,16050,Not in short questionnaire,76,61,0,No,Not in short questionnaire
14201580,Marshall County Medical Examiner's Office,TN,Medical examiner office,Marshall County,Not in short questionnaire,Not in short questionnaire,0,7,58232,Not in short questionnaire,53,53,0,Yes,Not in short questionnaire
14201581,Maury County Medical Examiner,TN,Medical examiner office,"Maury County, Tennessee",No,No,6,0,180000,Logical skip,120,50,0,Yes,Yes
14201582,McMinn County Chief Medical Examiner's Office,TN,Medical examiner office,Mcminn County,No,Blank or nonresponse,0,0,70000,Logical skip,250,250,0,No,No
14201583,McNairy County Medical Examiner,TN,Medical examiner office,Mcnairy County And Chester County,No,Will be by 2020,0,0,45000,Logical skip,36,Logical skip,10,No,No
14201584,Meigs County Medical Examiner,TN,Medical examiner office,Meigs County,No,No,0,1,20000,Logical skip,Logical skip,Logical skip,0,Yes,Yes
14201585,Middle Tennessee Regional Forensic Center,TN,Medical examiner office,Middle Tennessee,No,Yes,23,1,4782000,Logical skip,4769,1689,2013,Yes,No
14201586,Monroe County Chief Medical Examiner,TN,Medical examiner office,Monore County,No,No,1,5,36000,Logical skip,150,150,60,Yes,No
14201587,Montgomery County Medical Examiner,TN,Medical examiner office,"Montgomery County, Tn",No,No,0,2,10000,Blank or nonresponse,Logical skip,Logical skip,0,No,No
14201589,Morgan County Medical Examiner,TN,Medical examiner office,"Morgan County, Tennessee",No,Yes,0,1,24000,Logical skip,83,64,24,Yes,No
14201590,Obion County Medical Examiner,TN,Medical examiner office,Obion County,No,No,0,0,0,Logical skip,Logical skip,Logical skip,0,No,No
14201593,Perry County Medical Examiner,TN,Medical examiner office,Perry County,No,No,0,0,30000,Logical skip,40,40,0,No,No
14201595,Polk County Medical Examiner,TN,Medical examiner office,Polk County Tennessee,No,No,0,1,0,Logical skip,Logical skip,Logical skip,10,No,No
14201596,Putnam County Chief Medical Examiner,TN,Medical examiner office,Putnam County Tennessee,No,No,0,6,20000,Logical skip,75,75,0,Yes,No
14201598,Roane County Medical Examiner,TN,Medical examiner office,Roane County Tennessee,No,No,0,0,35634,Logical skip,372,232,0,Yes,Yes
14201599,Robertson County Medical Examiner,TN,Medical examiner office,Robertson County,No,No,0,0,0,Blank or nonresponse,Logical skip,Logical skip,0,Yes,Yes
14201600,Rutherford County Medical Examiner,TN,Medical examiner office,"Rutherford County Tn Includes Cities Of Murfreesboro, Lavergne And Smyna",No,No,7,0,500000,14300,443,120,243,Yes,No
14201602,Sequatchie County Medical Examiner,TN,Medical examiner office,"Tennessee, Sequatchie Co. & City Of Dunlap",No,No,0,0,31000,Logical skip,12,224,0,No,Blank or nonresponse
14201603,Sevier County Medical Examiner,TN,Medical examiner office,"Sevier County, Tennessee",No,No,2,4,400000,59000,343,328,0,Yes,No
14201605,Smith County Chief Medical Examiner,TN,Medical examiner office,Smith County,Not in short questionnaire,Not in short questionnaire,0,0,75000,Not in short questionnaire,15572,72,25,Yes,Not in short questionnaire
14201606,Southeast Regional Forensic Center,TN,Medical examiner office,Southeast Tennessee,No,Yes,11,0,1325514,918145,1721,525,167,Yes,No
14201607,William L. Jenkins Forensic Center,TN,Medical examiner office,"Tennessee State (Washington, Unicoi, Johnson, Carter Counties - Serve As Medical Examiner/Autopsy Service), (Sullivan, Greene, Hawkins, Hancock Counties - Each County Has An Appointed County Medical Examiner And Wljfc Serves As Autopsy Service)",No,Yes,10,1,1495108,1025159,2124,661,547,No,No
14201608,Stewart County Medical Examiner,TN,Medical examiner office,Stewart County,No,No,0,1,35000,7000,39,25,16,Yes,Yes
14201609,Sullivan County Medical Examiner,TN,Medical examiner office,Sullivan County,No,No,0,5,200000,Logical skip,1387,Logical skip,0,Yes,No
14201614,Union County Medical Examiner,TN,Medical examiner office,Union County,Not in short questionnaire,Not in short questionnaire,1,0,1342300,Not in short questionnaire,250,250,0,No,Not in short questionnaire
14201616,Van Buren County Medical Examiner,TN,Medical examiner office,Van Buren County,Not in short questionnaire,Not in short questionnaire,2,0,10000,Not in short questionnaire,20,20,0,Yes,Not in short questionnaire
14201620,Weakley County Medical Examiner,TN,Medical examiner office,Weakley County,Not in short questionnaire,Not in short questionnaire,0,1,2400,Not in short questionnaire,150,90,0,No,Not in short questionnaire
14201621,West Tennessee Regional Forensic Center,TN,Medical examiner office,Shelby County,No,Yes,23,0,3833000,Logical skip,2889,2161,1152,Yes,No
14201623,Williamson County Medical Examiner's Office,TN,Medical examiner office,Williamson County,Not in short questionnaire,Not in short questionnaire,19,1,5000000,Not in short questionnaire,5370,1727,806,Yes,Not in short questionnaire
14201624,Wilson County Medical Examiner,TN,Medical examiner office,Wilson County,Not in short questionnaire,Not in short questionnaire,0,4,130000,Not in short questionnaire,267,216,84,Yes,Not in short questionnaire
